Company Name|Stock Name|Filing Time|New Product|Product Description
Walt Disney Company (The)|DIS|2024-11-14|ESPN branded tile on Disney+|A new feature planned to launch in early fiscal that will include live linear streams of the domestic ESPN-branded television channels and ESPN+.
Walt Disney Company (The)|DIS|2024-11-14|Disney Treasure|A new cruise ship delivered in October, part of the Disney Cruise Line fleet.
Walt Disney Company (The)|DIS|2024-11-14|Disney Adventure|A new cruise ship scheduled to begin sailings in the first quarter of fiscal.
Walt Disney Company (The)|DIS|2024-11-14|Disney Destiny|A new cruise ship scheduled to begin sailings in the first quarter of fiscal, approximately 140,000 tons with 1,250 staterooms.
Walt Disney Company (The)|DIS|2024-11-14|Storyliving by Disney|Residential communities being developed in partnership with a third-party developer, including Cotino in Rancho Mirage, California, and Asteria in Pittsboro, North Carolina.
Intuitive Surgical|ISRG|2025-01-31|da Vinci 5 surgical system|The da Vinci 5 surgical system is a next-generation multi-port robotic system that builds on the da Vinci Xi's design, featuring force feedback technology and instruments that enable surgeons to sense and measure the force exerted on tissue during surgery. It includes new surgeon controllers, a next-generation 3D display, and image system, and throughput and workflow enhancements.
Intuitive Surgical|ISRG|2025-01-31|E-200 generator|The E-200 generator is an advanced electrosurgical generator designed to provide high-frequency energy for cutting, coagulation, and vessel sealing of tissues. It is integrated with the da Vinci 5 surgical system and is compatible with the da Vinci X and Xi surgical systems.
Intuitive Surgical|ISRG|2025-01-31|SureForm 30 Curved-Tip Stapler|The 8 mm SureForm 30 Curved-Tip stapler is designed to help surgeons better visualize and reach anatomy through a combination of the 8 mm diameter instrument shaft and jaws, 120-degree cone of wristed articulation, and the curved tip.
Intuitive Surgical|ISRG|2025-01-31|Ion endoluminal system|The Ion endoluminal system is a flexible, robotic-assisted, catheter-based platform that utilizes instruments and accessories for minimally invasive biopsies in the lung.
Intuitive Surgical|ISRG|2025-01-31|da Vinci Endoscope Plus|The da Vinci Endoscope Plus is designed for use with the da Vinci surgical systems, enhancing visualization and surgical capabilities.
Intuitive Surgical|ISRG|2025-01-31|3D Modeling Services|Intuitive 3D Models is an augmented reality imaging product for use in kidney, prostate, lung, and rectal procedures, providing detailed 3D segmented models of organs for surgical planning and intraoperative visualization.
Intuitive Surgical|ISRG|2025-01-31|My Intuitive|My Intuitive is a mobile and web application developed to provide Intuitive customers access to individual or program-level data, comparisons with anonymized national benchmarks, and mobile access to Intuitive's Learning platform.
Intuitive Surgical|ISRG|2025-01-31|Intuitive Hub|Intuitive Hub is an OR informatics platform that integrates multiple applications and data sets to help orchestrate medical procedure workflows, automating tasks and facilitating peer-to-peer collaboration.
ServiceNow|NOW|2025-01-30|Now Assist|An AI solution available for certain products at an additional cost, designed to enhance user productivity and efficiency by providing AI-generated insights, case summaries, and next step suggestions.
ServiceNow|NOW|2025-01-30|Now Assist for ITOM|An AI solution that simplifies complex technical language into easy-to-understand descriptions and provides quick resolution recommendations to IT operations issues.
ServiceNow|NOW|2025-01-30|Now Assist for ITSM|An AI solution that can summarize change requests and enable natural language interactions, improving incident resolution efficiency.
ServiceNow|NOW|2025-01-30|Now Assist for Security Operations|An AI solution that enhances security operations by providing AI-generated insights through automated workflows.
ServiceNow|NOW|2025-01-30|Now Assist for SPM|An AI solution that helps ensure business demands and related task documentation are communicated clearly and effectively.
ServiceNow|NOW|2025-01-30|Now Assist for CSM|An AI solution that rapidly generates summaries for cases and chats, reducing manual work and allowing agents to resolve customer issues faster.
ServiceNow|NOW|2025-01-30|Now Assist for FSM|An AI solution that helps customers quickly summarize key takeaways for pre-work triage and job completion, minimizing time spent searching through conversation histories.
ServiceNow|NOW|2025-01-30|Now Assist for HRSD|An AI solution that enables employees to quickly obtain answers to common HR questions and take action directly through Virtual Agent.
ServiceNow|NOW|2025-01-30|Now Assist for Creator|An AI solution that helps customers quickly create and scale apps on the Now Platform, including text-to-code capabilities.
RTX Corporation|RTX|2025-02-03|GTF Advantage Engine|The GTF Advantage configuration currently under certification testing is expected to extend the benefits of the current GTF engine, increasing takeoff thrust by 4 to 8 percent and reducing fuel consumption by up to an additional 1 percent, maintaining the engine's lead as the most efficient powerplant for the A320neo family.
RTX Corporation|RTX|2025-02-03|Hybrid-Electric GTF Engine Demonstrator|RTX announced it had completed the preliminary design review of the hybrid-electric GTF engine demonstrator for the Clean Aviation SWITCH project.
RTX Corporation|RTX|2025-02-03|PW545D Engine|The PW545D engine that will power the Cessna Citation Ascend business aircraft from Textron was certified in 2023.
RTX Corporation|RTX|2025-02-03|Advanced Mobile Charging Unit (MCU)|In connection with the RTX Hybrid Electric Flight Demonstrator program, Pratt & Whitney Canada announced the development of an advanced mobile charging unit capable of charging high-power batteries at up to 800 volts.
RTX Corporation|RTX|2025-02-03|PW210 Helicopter Engine|Airbus Helicopters selected Pratt & Whitney Canada and its PW210 helicopter engine to support the development of a hybrid-propulsion system for its PioneerLab technology demonstrator.
Qualcomm|QCOM|2024-11-06|Snapdragon Digital Chassis|Platforms including connectivity, digital cockpit, and advanced driver assistance and automated driving (ADAS/AD) that help connect the car to its environment and the cloud, creating unique in-cabin experiences and enabling a comprehensive assisted and automated driving solution.
Qualcomm|QCOM|2024-11-06|Snapdragon X Series platforms|A new class of AI-focused PCs launched in 2023, allowing for increased productivity and enhanced use cases enabled by on-device AI processing at low power.
Amgen|AMGN|2025-02-14|TEPEZZA|TEPEZZA is an orally administered selective complement 5a receptor inhibitor that was approved by the FDA in October as an adjunctive therapy for adults with severe active antineutrophil cytoplasmic autoantibody-associated vasculitis (ANCA-associated vasculitis).
Amgen|AMGN|2025-02-14|KRYSTEXXA|KRYSTEXXA is a treatment for chronic refractory gout, acquired from Horizon Therapeutics.
Amgen|AMGN|2025-02-14|TAVNEOS|TAVNEOS is an orally administered selective complement 5a receptor inhibitor that was approved by the FDA in October as an adjunctive therapy for adults with severe active antineutrophil cytoplasmic autoantibody-associated vasculitis (ANCA-associated vasculitis).
Intuit|INTU|2024-09-04|Mailchimp|A global customer engagement and marketing platform for growing small and mid-market businesses, acquired on November 1, 2022.
Intuit|INTU|2024-09-04|QuickBooks Checking|A business bank account that comes with a physical and virtual debit card for spending, fast payments with no-fee Instant Deposit, and cash flow management features.
Intuit|INTU|2024-09-04|QuickBooks Live|A bookkeeping service that provides on-demand access to expert bookkeepers for small businesses.
Intuit|INTU|2024-09-04|TurboTax Live|An offering that provides customers seeking tax advice from professionals.
Intuit|INTU|2024-09-04|Credit Karma Money|A service that offers members online savings and checking accounts through an FDIC member bank partner.
Advanced Micro Devices|AMD|2025-02-05|AMD Instinct MI300X GPUs|High-performance AI accelerator products deployed by large hyperscale cloud customers.
Advanced Micro Devices|AMD|2025-02-05|5th Gen AMD EPYC processors|Server processors designed to deliver leadership performance and efficiency for a wide range of data center workloads.
Advanced Micro Devices|AMD|2025-02-05|AMD Ryzen AI 300 Series processors|Next-generation AI PCs featuring leadership compute capabilities and an industry-leading neural processing unit (NPU) powered by AMD's XDNA 2 architecture.
Advanced Micro Devices|AMD|2025-02-05|Ryzen series processors|Desktop CPUs for laptop and desktop PCs that deliver leadership performance in gaming, productivity, and content creation.
Advanced Micro Devices|AMD|2025-02-05|PlayStation 5 Pro|A gaming console featuring a new AMD semi-custom SoC designed to deliver increases in graphics and ray tracing performance.
Advanced Micro Devices|AMD|2025-02-05|Versal Series Gen 2 devices|Adaptive SoCs that integrate preprocessing, AI inference, and postprocessing for end-to-end acceleration of AI-driven embedded systems.
Progressive Corporation|PGR|2025-03-03|Model 8.9 Personal Auto Product|This latest personal auto product offering includes new and expanded usage of external data and new coverage features, including Progressive vehicle protection, a new car mechanical breakdown coverage that customers can add to their Progressive personal auto insurance for eligible vehicles.
Progressive Corporation|PGR|2025-03-03|Model R17 Special Lines Product|This is the newest special lines product model that continues to expand segmentation and acceptability, with its first state rollout occurring in the fourth quarter.
Progressive Corporation|PGR|2025-03-03|Next Generation Personal Property Product Models|These models (5.0 and higher) include expanded peril rating and the introduction of new rating variables, with 20 states elevated to this next generation product model by the end of the year.
Progressive Corporation|PGR|2025-03-03|Smart Haul|A usage-based insurance (UBI) program for commercial auto customers that uses driving data from a motor carrier's existing electronic-logging device, allowing discounts on insurance for sharing this data.
Progressive Corporation|PGR|2025-03-03|Snapshot ProView|A UBI program for commercial auto customers without their own electronic logging device, allowing them to earn upfront discounts and providing value-added services like fleet management and personalized tips.
NextEra Energy|NEE|2025-02-14|SolarTogether|A voluntary community solar program that gives FPL electric customers an opportunity to participate directly in the expansion of solar energy where participants pay a fixed monthly subscription charge and receive credits on their related monthly customer bill.
NextEra Energy|NEE|2025-02-14|Solar Base Rate Adjustment (SoBRA)|A mechanism through which FPL received base rate increases associated with the addition of up to 894 MW annually of new solar generation.
NextEra Energy|NEE|2025-02-14|Battery Storage Projects|FPL develops and constructs battery storage projects, which, when combined with its solar projects, serve to enhance its ability to meet customer needs for a nearly firm generation source.
NextEra Energy|NEE|2025-02-14|XPLR Infrastructure|A portfolio of contracted renewable energy assets consisting of wind, solar, and battery storage projects, as well as a contracted natural gas pipeline.
Uber|UBER|2025-02-14|Uber One|Uber One is our single cross-platform membership program that brings together the best of Uber, providing members access to discounts, special pricing, priority service, and exclusive perks across our rides, delivery, and grocery and retail offerings.
Uber|UBER|2025-02-14|Uber Journey Ads|Uber Journey Ads is an advertising division launched in October, offering brands an engaging way to connect with consumers throughout the entire ride process, enabling various advertising options on the Uber and Uber Eats apps.
Uber|UBER|2025-02-14|Uber Direct|Uber Direct is our white-label Delivery-as-a-Service offering to retailers and restaurants around the world, expanding our Delivery business.
Uber|UBER|2025-02-14|Cornershop|Cornershop is a provider of online grocery delivery in several countries including Mexico and Chile, which we expanded our Delivery offering to through acquisition.
Uber|UBER|2025-02-14|Drizly|The Drizly Group, Inc. was acquired to further expand our Delivery offering to alcohol.
S&P Global|SPGI|2025-02-11|ProntoNLP|A leading provider of generative artificial intelligence tooling, allowing users to derive differentiated insights from unstructured and structured data.
S&P Global|SPGI|2025-02-11|Visible Alpha|A financial technology provider of deep industry and segment consensus data creating a premium offering of fundamental investment research capabilities on Market Intelligence's Capital IQ Pro platform.
S&P Global|SPGI|2025-02-11|World Hydrogen Leaders|A globally-recognized portfolio of hydrogen-related conferences and events, digital training, and market intelligence, complementing Commodity Insights' global conference business.
S&P Global|SPGI|2025-02-11|Market Scan|A leading provider of automotive pricing and incentive intelligence, including Automotive Payments as a Service and its powerful payment calculation engine.
S&P Global|SPGI|2025-02-11|ChartIQ|A professional grade charting solution that allows users to visualize data with a fully interactive web-based library that works seamlessly across web, mobile, and desktop.
S&P Global|SPGI|2025-02-11|TruSight|A provider of third-party vendor risk assessments, integrated into Market Intelligence to expand third-party vendor risk management solutions.
Pfizer|PFE|2025-02-27|Vyndaqel family|Includes Vyndaqel, Vyndamax, and Vynmac, which are used for the treatment of transthyretin amyloid cardiomyopathy (ATTR-CM) and polyneuropathy.
Pfizer|PFE|2025-02-27|Abrysvo|Active immunization for the prevention of lower respiratory tract disease caused by RSV in individuals 60 years and older.
Pfizer|PFE|2025-02-27|Comirnaty|Active immunization to prevent COVID-19 caused by SARS-CoV-2 for individuals 12 years of age and older.
Pfizer|PFE|2025-02-27|Paxlovid|COVID-19 treatment for high-risk patients.
Pfizer|PFE|2025-02-27|Nurtec ODT/Vydura|Acute treatment of migraine and prevention of episodic migraine in adults.
Pfizer|PFE|2025-02-27|Hympavzi|Treatment for hemophilia A and B without inhibitors.
Pfizer|PFE|2025-02-27|Elrexfio|Treatment for relapsed or refractory multiple myeloma.
Pfizer|PFE|2025-02-27|Tivdak|Treatment for recurrent or metastatic cervical cancer.
Pfizer|PFE|2025-02-27|Vyndaqel family|Includes Vyndaqel, Vyndamax, and Vynmac, which are used for the treatment of transthyretin amyloid cardiomyopathy (ATTR-CM) and polyneuropathy.
Pfizer|PFE|2025-02-27|Padcev|Treatment for locally advanced or metastatic urothelial cancer.
Pfizer|PFE|2025-02-27|Xtandi|Used for the treatment of metastatic castration-resistant prostate cancer (mCRPC), non-metastatic castration-resistant prostate cancer (nmCRPC), and metastatic castration-sensitive prostate cancer (mCSPC).
Pfizer|PFE|2025-02-27|Talzenna|Used in combination with Xtandi for adult patients with HRR gene-mutated mCRPC.
Booking Holdings|BKNG|2025-02-20|Connected Trip|A vision to offer a differentiated and personalized online travel planning, booking, payment, and in-trip experience for each trip, enhanced by a robust loyalty program that provides value to travelers and partners across all trips.
Booking Holdings|BKNG|2025-02-20|Generative AI Capabilities|Consumer-facing Gen AI capabilities, including a trip planner, an AI assistant to answer consumer queries, and a price comparison tool.
Union Pacific Corporation|UNP|2025-02-07|Phoenix Intermodal Terminal|A new terminal investment aimed at enhancing intermodal services.
Union Pacific Corporation|UNP|2025-02-07|Application Programming Interfaces (API)|New technology embedded into processes to improve service and operational efficiency.
Union Pacific Corporation|UNP|2025-02-07|New Gate Technologies|Technological advancements implemented to enhance operational capabilities.
Boston Scientific|BSX|2025-02-18|AGENT Drug-Coated Balloon|The first drug-coated coronary balloon in the U.S., indicated to treat in-stent restenosis in patients with coronary artery disease.
Boston Scientific|BSX|2025-02-18|ACURATE Prime Aortic Valve System|Next-generation transcatheter aortic valve replacement technology designed to treat severe aortic stenosis in patients across all surgical risk levels.
Boston Scientific|BSX|2025-02-18|WATCHMAN TruSteer Access System|A steerable sheath designed to improve implant success of the WATCHMAN FLX Pro and WATCHMAN FLX LAAC Devices.
Boston Scientific|BSX|2025-02-18|FARAPULSE PFA System|A system for the treatment of atrial fibrillation, which commenced U.S. launch in the first quarter.
Boston Scientific|BSX|2025-02-18|LUX-Dx II/II+ ICM system|A long-term diagnostic device implanted in patients to detect arrhythmias associated with conditions such as atrial fibrillation.
Boston Scientific|BSX|2025-02-18|SpaceOAR VUE Hydrogel|Provides clinicians with enhanced product visualization to help reduce side effects that men may experience after receiving radiotherapy to treat prostate cancer.
Boston Scientific|BSX|2025-02-18|Axonics R20 and Axonics F15 Systems|Devices used to deliver sacral neuromodulation therapy for the treatment of over-active bladder and fecal incontinence.
Boston Scientific|BSX|2025-02-18|Farapulse Pulsed Field Ablation System|A system for the treatment of atrial fibrillation that has seen rapid adoption.
Gilead Sciences|GILD|2025-02-28|lenacapavir|A twice-yearly injectable HIV-1 capsid inhibitor for the prevention of HIV as pre-exposure prophylaxis.
Gilead Sciences|GILD|2025-02-28|Livdelzi|An oral formulation of a peroxisome proliferator-activated receptor delta agonist indicated for the treatment of primary biliary cholangitis (PBC) in combination with ursodeoxycholic acid (UDCA) in adults who have an inadequate response to UDCA, or as monotherapy in patients unable to tolerate UDCA.
Gilead Sciences|GILD|2025-02-28|Trodelvy|An injection for intravenous use, indicated for the treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (TNBC) who have received two or more prior systemic therapies.
BlackRock|BLK|2025-02-25|GIP Transaction|On October 1, BlackRock completed the acquisition of 100% of the issued and outstanding limited liability company interests of Global Infrastructure Management, LLC (GIP), which is expected to create a broad global infrastructure franchise with differentiated origination and asset management capabilities.
BlackRock|BLK|2025-02-25|Preqin Acquisition|In June, BlackRock announced that it had entered into a definitive agreement to acquire Preqin, a leading independent provider of private markets data, for approximately $3.2 billion in cash. This acquisition is anticipated to close in the first quarter of 2024 and aims to create a preeminent private markets technology and data provider.
BlackRock|BLK|2025-02-25|HPS Acquisition|In December, BlackRock announced that it had entered into a definitive agreement to acquire 100% of the business and assets of HPS Investment Partners, a leading global credit investment manager, with 100% of the consideration paid in BlackRock equity. This acquisition is expected to close in mid-2024 and aims to create an integrated private credit platform.
BlackRock|BLK|2025-02-25|Aperio|Aperio is BlackRock's customized index equity solution that saw significant net inflows, reflecting demand for personalized investment strategies.
BlackRock|BLK|2025-02-25|BlackRock LifePath Paycheck|BlackRock's LifePath products utilize a proprietary active asset allocation model that seeks to balance risk and return over an investment horizon based on the investors expected retirement timing. The LifePath Paycheck offering was launched in 2023.
BlackRock|BLK|2025-02-25|Bitcoin ETP|BlackRock's Bitcoin exchange-traded product (ETP) was launched and grew to over $50 billion of AUM in less than a year, marking it as the largest ETF launch in history.
Stryker Corporation|SYK|2025-02-12|SurgiCount+ powered by Triton|Combines existing sponge counting technology with artificial intelligence and quantifying blood loss software.
Stryker Corporation|SYK|2025-02-12|CoPilot|Works with the Spine Q guidance system to assist surgeons in planning and performing certain spinal procedures.
Stryker Corporation|SYK|2025-02-12|LIFEPAK 35 monitor/defibrillator|Next generation platform designed to optimize care with new clinical features including the Glasgow 30.4 algorithm and Bluetooth/WiFi connectivity.
Stryker Corporation|SYK|2025-02-12|Surpass Elite Flow Diverting Stent (FDS)|Designed to reduce thrombin generation compared to unmodified stents, targeting aneurysms.
Stryker Corporation|SYK|2025-02-12|Surpass Evolve FDS|Launched in Japan, part of the Stryker FDS platform for treating aneurysms.
Stryker Corporation|SYK|2025-02-12|Triathlon Hinge revision knee system|Full commercial launch continued in 2023, received approval in August.
Stryker Corporation|SYK|2025-02-12|Mako SmartRobotics|Expanded global footprint, now sold in more than 45 countries, with over one million robotic procedures performed.
Stryker Corporation|SYK|2025-02-12|Pangea|A comprehensive variable angle plating portfolio designed to optimize plate fit to bone.
Charles Schwab Corporation|SCHW|2025-02-26|Schwab Trading Powered by Ameritrade|An enhanced trading experience made possible by the combination of the thinkorswim trading platform with Schwab's trading capabilities on Schwab.com and Schwab Mobile.
Charles Schwab Corporation|SCHW|2025-02-26|iRebal|Ameritrade Institutional's customizable portfolio rebalancing solution, incorporated as part of the offering for independent advisor clients.
Charles Schwab Corporation|SCHW|2025-02-26|Schwab Intelligent Portfolios Premium|A hybrid advisory service that combines Schwab's robo-advice technology with unlimited guidance provided by a CERTIFIED FINANCIAL PLANNER.
Charles Schwab Corporation|SCHW|2025-02-26|Schwab Intelligent Income|A low-cost solution designed to offer a simple, modern way to generate income from existing investment portfolios.
Charles Schwab Corporation|SCHW|2025-02-26|Schwab Personalized Indexing|Allows clients to own individual stocks that reflect the characteristics of an index in a professionally managed solution, enabling greater customization and tax efficiency.
Charles Schwab Corporation|SCHW|2025-02-26|Schwab Stock Slices|A service which enables investors to purchase a single stock slice, or up to 30 different stock slices at once, from the S&P 500 Index, commission-free through online channels.
Charles Schwab Corporation|SCHW|2025-02-26|Schwab Investing Themes|A thematic investing offer that uses proprietary research and technology to identify trends, opportunities, and relevant companies grouped into themes for clients to invest in.
Honeywell|HON|2025-02-14|Honeywell Connected Enterprise (HCE) 3.0|Advancing our software strategy by integrating HCE into each strategic business group, while maintaining our robust software development expertise at the center.
Honeywell|HON|2025-02-14|Air Products' Liquefied Natural Gas Process Technology and Equipment Business (LNG)|Acquired to strengthen Honeywell's energy transition portfolio.
Honeywell|HON|2025-02-14|CAES Systems Holdings LLC (CAES)|Acquired to enhance Honeywell's defense and space portfolio with high-reliability radio frequency technologies.
Honeywell|HON|2025-02-14|Civitanavi Systems S.p.A.|Acquired to provide position navigation and timing technology for aerospace, defense, and industrial markets.
Honeywell|HON|2025-02-14|Carrier Global Corporation's Global Access Solutions Business (Access Solutions)|Acquired to enhance Honeywell's advanced access and security solutions.
Honeywell|HON|2025-02-14|SCADAfence|Acquired to provide operational technology and Internet of Things cybersecurity solutions.
Honeywell|HON|2025-02-14|Compressor Controls Corporation|Acquired to enhance turbomachinery services and controls.
Honeywell|HON|2025-02-14|US Digital Designs, Inc.|Acquired to provide technologies for first responders.
Comcast|CMCSA|2025-01-31|NOW brand broadband services|In 2022, we began offering prepaid domestic broadband services with downstream speeds of up to 200 megabits per second marketed under the NOW brand.
Comcast|CMCSA|2025-01-31|NOW brand wireless services|In 2022, we began offering prepaid unlimited data plans marketed under the NOW brand.
Comcast|CMCSA|2025-01-31|Xumo Stream Box|We offer Xumo Stream Box (formerly Flex) devices to our domestic customers, providing access to and integration of streaming content and music from certain internet-based apps.
Comcast|CMCSA|2025-01-31|Peacock|Peacock is our DTC streaming service, featuring NBCUniversal and third-party content, available on internet-connected devices.
Comcast|CMCSA|2025-01-31|Sky Glass smart televisions|Sky Glass smart televisions are offered to customers that purchase our Sky services, providing integrated access to streaming content.
Comcast|CMCSA|2025-01-31|Universal Kids Resort|Universal Kids Resort is a smaller-scale theme park in Frisco, Texas expected to open in 2024.
Comcast|CMCSA|2025-01-31|Universal Horror Unleashed|Universal Horror Unleashed is a year-round horror entertainment experience in Las Vegas, Nevada expected to open in 2024.
Comcast|CMCSA|2025-01-31|Epic Universe|Epic Universe is a new theme park in Orlando, Florida expected to open in May 2025.
TJX Companies|TJX|2024-04-03|Homesense|Launched in the U.S. in 2017, Homesense offers a differentiated mix and expanded departments, such as large furniture, ceiling lighting, rugs, and an entertainment marketplace.
TJX Companies|TJX|2024-04-03|Sierra|Acquired in 2018 and rebranded from Sierra Trading Post, Sierra is a leading off-price retailer of brand name active and outdoor apparel, footwear, and gear for the whole family, as well as home fashions and pet products.
Deere & Company|DE|2024-12-12|S7 Series combines|New combines designed to enhance customer value and address key agricultural challenges, featuring advanced automation packages.
Deere & Company|DE|2024-12-12|9RX tractors|Updated tractors that come with new engine options, updated technology packages, and modernized cabins.
Deere & Company|DE|2024-12-12|Electric turf and compact construction products|Several models of electric products launched to support sustainable outcomes.
Deere & Company|DE|2024-12-12|Kreisel Electric Inc. battery technology|Acquisition of Kreisel Electric, which develops immersion-cooled battery technology for high-performance applications.
Deere & Company|DE|2024-12-12|SparkAI and Smart Apply|Acquired technology service providers to accelerate the integration of smart technology innovation in products.
Lowe's|LOW|2024-03-25|Klein Tools|Klein Tools returned to Lowes, expanding our hand tools, storage, safety, and electrical product offerings both in-store and online.
Vertex Pharmaceuticals|VRTX|2025-02-13|ALYFTREK|ALYFTREK (vanzacaftor/tezacaftor/deutivacaftor) is a once-daily next-in-class triple combination for the treatment of people with cystic fibrosis (CF) 6 years of age and older who have at least one F508del mutation or another mutation in the CFTR gene that is responsive to ALYFTREK.
Vertex Pharmaceuticals|VRTX|2025-02-13|CASGEVY|CASGEVY (exagamglogene autotemcel) is an ex-vivo, non-viral CRISPR/Cas9 gene-edited cell therapy approved for the treatment of severe sickle cell disease (SCD) and transfusion-dependent beta thalassemia (TDT) in patients 12 years of age and older.
Vertex Pharmaceuticals|VRTX|2025-02-13|JOURNAVX|JOURNAVX (suzetrigine) is a selective non-opioid NaV1.8 pain signal inhibitor approved for the treatment of moderate-to-severe acute pain in adults.
ConocoPhillips|COP|2025-02-18|Marathon Oil Acquisition|On November 22, we completed our acquisition of Marathon Oil, an independent oil and gas exploration and production company. The acquisition adds high-quality, low cost of supply, development opportunities to our existing Lower 48 portfolio and additional LNG capacity to our global LNG portfolio through Equatorial Guinea.
ConocoPhillips|COP|2025-02-18|Zeebrugge LNG Terminal Agreement|In the third quarter, we added to our global LNG portfolio through agreements that provide additional access to European and Asian natural gas markets by entering into an 18-year agreement securing regasification capacity at Zeebrugge LNG terminal in Belgium which includes regasification services for approximately 0.75 MTPA of LNG beginning in .
ConocoPhillips|COP|2025-02-18|Long-term LNG Sales Agreement|Additionally, in the third quarter, we entered into a long-term LNG sales agreement for approximately 0.5 MTPA into Asia starting in .
ConocoPhillips|COP|2025-02-18|Acquisition of Additional Working Interest in Kuparuk River Unit and Prudhoe Bay Unit|After exercising our preferential rights, we completed our acquisition of additional working interest in the Kuparuk River Unit and Prudhoe Bay Unit in our Alaska segment in the fourth quarter of .
ConocoPhillips|COP|2025-02-18|Surmont Acquisition|In October, we completed the acquisition of the remaining 50 percent working interest in Surmont from TotalEnergies EP Canada Ltd. for approximately $2.7 billion of cash after customary adjustments.
Bristol Myers Squibb|BMY|2025-02-12|Opdivo Qvantig|Opdivo Qvantig (nivolumab and hyaluronidase-nvhy) is a subcutaneously administered PD-1 inhibitor indicated for most previously approved adult, solid tumor Opdivo indications as monotherapy, monotherapy maintenance following completion of Opdivo plus Yervoy combination therapy, or in combination with chemotherapy or cabozantinib.
Bristol Myers Squibb|BMY|2025-02-12|Cobenfy|Cobenfy (xanomeline and trospium chloride) is a combination M1/M4 muscarinic receptor agonist and muscarinic antagonist indicated for the treatment of schizophrenia in adults.
Bristol Myers Squibb|BMY|2025-02-12|Krazati|Krazati (adagrasib) is a highly selective and potent oral small-molecule inhibitor of the KRAS G12C mutation, indicated for the treatment of adult patients with KRAS G12C -mutated locally advanced or metastatic NSCLC, as determined by an FDA-approved test, who have received at least one prior systemic therapy and, in combination with cetuximab, for the treatment of adult patients with KRAS G12C -mutated locally advanced or metastatic CRC.
Bristol Myers Squibb|BMY|2025-02-12|Augtyro|Augtyro (repotrectinib) is a kinase inhibitor indicated for the treatment of adult patients with locally advanced or metastatic ROS1-positive NSCLC and for the treatment of adult and pediatric patients 12 years of age and older with solid tumors that have NTRK gene fusion, are locally advanced or metastatic or where surgical resection is likely to result in severe morbidity, and have progressed following treatment or have no satisfactory alternative therapy.
Automatic Data Processing|ADP|2024-08-07|ADP Assist|A cross-platform solution powered by generative AI that transforms data into credible and actionable insights, offering smart, user-centric solutions through a conversational interface that touches every aspect of HR including payroll, time, talent, benefits, recruitment, analytics, reporting, and compliance.
Automatic Data Processing|ADP|2024-08-07|Roll by ADP|A mobile-first payroll solution that utilizes an AI-powered chat interface to simplify payroll management, allowing small business owners to run payroll quickly and compliantly with no prior experience or training needed.
Automatic Data Processing|ADP|2024-08-07|ADP DataCloud|An award-winning people analytics solution that analyzes aggregated, anonymized HCM and compensation data from over one million organizations across the U.S., providing clients with in-depth workforce and business insights.
Automatic Data Processing|ADP|2024-08-07|Skills Graph|A proprietary data structure that uses large language models to extract, align, and normalize key information such as skills, job titles, and qualifications from non-structured data, helping organizations assess candidate relevancy and benchmark against industry metrics.
Automatic Data Processing|ADP|2024-08-07|Model-Based Benchmarks|A tool that delivers real-time compensation insights and market coverage for over 9,000 job titles across more than 1,000 industries, powered by deep learning models that extract patterns from millions of payroll records.
Automatic Data Processing|ADP|2024-08-07|Next-Gen HCM Platform|A cloud-native, global, scalable, and secure platform designed for adaptability, providing clients with the flexibility to address workplace challenges and personalize employee experiences.
Automatic Data Processing|ADP|2024-08-07|Next-Gen Payroll Platform|A global payroll solution that supports real-time, transparent payroll calculations and offers flexible pay choices for workers, designed to help clients manage compliance in a rapidly changing regulatory environment.
Boeing|BA|2025-02-03|777X|A new aircraft program that has faced delays in certification and production, resulting in significant reach-forward losses.
Boeing|BA|2025-02-03|737-7 and 737-10|Derivatives of the 737 aircraft that are undergoing certification processes, with production and delivery timelines impacted by regulatory requirements.
Boeing|BA|2025-02-03|T-7A Red Hawk|An advanced military trainer aircraft program that has incurred reach-forward losses due to increased costs and production challenges.
Boeing|BA|2025-02-03|KC-46A Tanker|A military aerial refueling tanker program that has experienced significant reach-forward losses due to production disruptions and increased costs.
Boeing|BA|2025-02-03|Commercial Crew|A NASA program for transporting crews to the International Space Station, which has faced delays and incurred reach-forward losses.
Boeing|BA|2025-02-03|MQ-25|An unmanned aerial refueling drone program that has also seen reach-forward losses due to production challenges.
Boeing|BA|2025-02-03|VC-25B|The next generation of the presidential aircraft, which has incurred reach-forward losses due to increased costs and delays.
Palo Alto Networks|PANW|2024-09-06|Prisma Cloud|A comprehensive Cloud Native Application Protection Platform (CNAPP) that secures multi- and hybrid-cloud environments for applications, data, and the entire cloud native technology stack across the full development lifecycle, from code to cloud.
Palo Alto Networks|PANW|2024-09-06|Cortex XSIAM|An AI-driven security operations platform that combines security analytics, endpoint security, automation, and attack surface management (ASM) solutions.
Palo Alto Networks|PANW|2024-09-06|AI Runtime Security|Continuously monitors AI applications, models, and datasets for potential threats and anomalies, quickly adjusting to evolving attack techniques.
Palo Alto Networks|PANW|2024-09-06|DSPM capabilities|Data security posture management capabilities that provide visibility into, and secure data stored across, multi-cloud environments.
Palo Alto Networks|PANW|2024-09-06|AI-SPM capabilities|AI security posture management capabilities that help discover, classify, protect, and govern AI-powered applications.
